movie_title,content_rating,genres,directors,runtime,tomatometer_status,tomatometer_rating,audience_rating,tomatometer_top_critics_count
Infinity,PG,"Drama, Romance",Matthew Broderick,119,Fresh,62,34,4
The Dentist,R,Horror,Brian Yuzna,93,Rotten,0,29,0
Alaska,PG,"Action & Adventure, Kids & Family",Fraser C. Heston,109,Rotten,18,44,3
Jack,PG-13,"Comedy, Drama, Kids & Family",Francis Ford Coppola,113,Rotten,18,49,7
Freeway,R,"Drama, Mystery & Suspense",Matthew Bright,102,Certified-Fresh,76,76,9
Girls Town,R,"Comedy, Drama",Jim McKay,88,Fresh,88,81,10
The Fan,R,"Action & Adventure, Drama, Mystery & Suspense",Tony Scott,117,Rotten,37,34,7
Harriet the Spy,PG,"Action & Adventure, Comedy, Kids & Family",Bronwen Hughes,101,Rotten,48,50,15
House Arrest,PG,"Comedy, Kids & Family",Harry Winer,108,Rotten,10,45,12
The Hunchback of Notre Dame,G,"Animation, Drama, Kids & Family","Gary Trousdale, Kirk Wise",86,Fresh,71,70,17
Bulletproof,R,"Action & Adventure, Comedy",Ernest R. Dickerson,84,Rotten,8,44,8
Foxfire,R,Drama,Annette Haywood-Carter,100,Rotten,27,65,4
The Associate,PG-13,Comedy,Donald Petrie,114,Rotten,28,53,8
Emma,PG,"Comedy, Romance",Douglas McGrath,121,Certified-Fresh,85,77,15
Les Visiteurs (The Visitors ),R,"Art House & International, Comedy, Science Fiction & Fantasy",Jean-Marie Poiré,105,Rotten,31,79,4
Selena,PG,Drama,Gregory Nava,127,Fresh,64,77,14
Lone Star,R,"Drama, Mystery & Suspense, Western, Romance",John Sayles,134,Certified-Fresh,94,83,10
101 Dalmatians,G,"Action & Adventure, Comedy, Kids & Family",Stephen Herek,103,Rotten,41,40,8
Ransom,R,"Action & Adventure, Drama, Mystery & Suspense",Ron Howard,120,Certified-Fresh,75,62,23
Scream,R,"Horror, Mystery & Suspense",Wes Craven,111,Certified-Fresh,78,79,22
One Fine Day,PG,"Comedy, Romance",Michael Hoffman,108,Rotten,50,66,8
Michael,PG,"Comedy, Science Fiction & Fantasy",Nora Ephron,105,Rotten,34,45,10
In Love and War,PG-13,"Drama, Romance",Richard Attenborough,115,Rotten,11,50,7
Turbulence,R,"Action & Adventure, Mystery & Suspense","Michael Baig-Clifford, Kobi Davidian",100,Rotten,17,19,4
Touch,R,Comedy,Paul Schrader,96,Rotten,33,34,3
Metro,R,"Action & Adventure, Drama",Thomas Carter,117,Rotten,15,27,9
The Crucible,PG-13,Drama,Nicholas Hytner,123,Fresh,68,66,24
That Darn Cat,PG,"Action & Adventure, Art House & International, Comedy, Kids & Family",Bob Spiers,89,Rotten,13,23,4
Hamlet,PG-13,"Drama, Romance",Kenneth Branagh,242,Certified-Fresh,95,90,13
Private Parts,R,"Comedy, Drama",Betty Thomas,109,Certified-Fresh,75,68,14
Mother,PG-13,"Comedy, Drama",Kazuo Umezu,104,Certified-Fresh,88,75,14
Iron Monkey,PG-13,"Action & Adventure, Art House & International, Drama",Woo-ping Yuen,85,Certified-Fresh,91,86,28
McHale's Navy,PG,"Action & Adventure, Comedy",Bryan Spicer,104,Rotten,3,38,7
Volcano,PG-13,"Action & Adventure, Drama, Mystery & Suspense",Mick Jackson,102,Rotten,50,31,13
Anna Karenina,PG-13,"Drama, Special Interest",Bernard Rose,108,Rotten,26,66,8
Get Carter,R,"Action & Adventure, Drama, Mystery & Suspense",Mike Hodges,111,Fresh,84,85,5
Traveller,R,"Comedy, Drama, Mystery & Suspense",Jack N. Green,101,Fresh,79,53,9
Batman & Robin,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Joel Schumacher,130,Rotten,11,16,29
The Van,R,"Comedy, Drama",Stephen Frears,105,Rotten,38,71,6
Breakdown,R,"Action & Adventure, Drama, Mystery & Suspense",Jonathan Mostow,93,Certified-Fresh,81,67,14
Pippi Longstocking,G,"Animation, Kids & Family","Michael Schaack, Clive A. Smith",75,Rotten,43,54,1
Joyride,R,"Drama, Mystery & Suspense",Quinton Peeples,92,Rotten,20,29,1
Out to Sea,PG-13,"Comedy, Drama",Martha Coolidge,109,Rotten,36,52,5
Nothing to Lose,R,Comedy,Steve Oedekerk,97,Rotten,28,68,7
Jack Frost,R,"Comedy, Horror",Michael Cooney,89,Rotten,7,31,0
George of the Jungle,PG,"Action & Adventure, Comedy, Kids & Family",Sam Weisman,91,Rotten,56,41,17
Contact,PG,"Mystery & Suspense, Science Fiction & Fantasy",Robert Zemeckis,150,Fresh,66,78,21
Buddy,PG,"Comedy, Drama, Kids & Family",Caroline Thompson,84,Rotten,25,31,7
Hoodlum,R,"Action & Adventure, Drama, Mystery & Suspense",Bill Duke,130,Rotten,43,65,7
Steel,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",Kenneth Johnson (I),97,Rotten,12,15,5
Fire Down Below,R,Action & Adventure,"Felix Enriques Alcala, Félix Enríquez Alcalá",105,Rotten,11,35,8
Bliss,R,"Drama, Romance",Lance Young,103,Rotten,46,54,5
Picture Perfect,PG-13,"Comedy, Romance",Glenn Gordon Caron,100,Rotten,47,37,11
Shall We Dance? (Shall We Dansu?),PG,"Art House & International, Comedy, Drama, Romance",Masayuki Suo,135,Fresh,91,89,6
The Game,R,Mystery & Suspense,David Fincher,128,Fresh,74,84,16
Most Wanted,R,"Action & Adventure, Mystery & Suspense","David Hogan, David Glenn Hogan",99,Rotten,15,40,10
The Keeper,NR,"Drama, Mystery & Suspense",Joe Brewster,90,Rotten,17,,2
The Assignment,R,"Action & Adventure, Mystery & Suspense",Christian Duguay,115,Fresh,60,62,5
The Peacemaker,R,Action & Adventure,Mimi Leder,123,Rotten,43,39,8
No Way Out,NR,Drama,Joseph L. Mankiewicz,106,Fresh,90,82,0
Seven Years in Tibet,PG-13,"Action & Adventure, Drama",Jean-Jacques Annaud,136,Fresh,60,73,7
One Night Stand,R,"Drama, Sports & Fitness",Mike Figgis,102,Rotten,32,38,9
Anastasia,G,"Action & Adventure, Animation, Drama, Kids & Family",Don Bluth,94,Certified-Fresh,86,77,12
12 Angry Men,PG-13,"Drama, Television",William Friedkin,117,Fresh,92,87,0
Firestorm,R,"Action & Adventure, Mystery & Suspense",Dean Semler,89,Rotten,12,26,6
The Killers,NR,"Classics, Drama, Mystery & Suspense, Romance",Robert Siodmak,105,Fresh,100,89,6
Requiem for a Heavyweight,NR,"Classics, Drama, Sports & Fitness",Ralph Nelson,87,Fresh,92,89,2
The Rainmaker,PG-13,"Drama, Mystery & Suspense",Francis Ford Coppola,135,Certified-Fresh,82,77,14
Fallen,R,"Animation, Drama, Mystery & Suspense",Gregory Hoblit,124,Rotten,40,72,14
Fall,R,"Comedy, Drama, Romance",Eric Schaeffer,92,Rotten,0,84,3
Great Expectations,R,"Drama, Kids & Family, Romance",Alfonso Cuarón,111,Rotten,37,78,7
The Borrowers,PG,"Kids & Family, Science Fiction & Fantasy",Peter Hewitt,87,Fresh,73,49,8
Senseless,R,Comedy,Penelope Spheeris,93,Rotten,6,45,6
Merlin,NR,"Action & Adventure, Drama, Science Fiction & Fantasy",Steve Barron,90,Fresh,82,73,1
The Man in the Iron Mask,PG-13,"Action & Adventure, Drama",Randall Wallace,132,Rotten,32,55,9
Mr. Nice Guy (Yat goh hiu yan),PG-13,"Action & Adventure, Art House & International, Comedy",Sammo Kam-Bo Hung,90,Rotten,43,44,8
Nightwatch,R,"Drama, Horror, Mystery & Suspense",Ole Bornedal,101,Rotten,28,46,6
Wide Awake,PG,"Comedy, Drama, Kids & Family",M. Night Shyamalan,88,Rotten,44,67,8
Imitation of Life,NR,"Classics, Drama, Romance",John M. Stahl,106,Fresh,92,85,7
Twilight,R,Mystery & Suspense,Robert Benton,94,Fresh,60,30,14
Hush,PG-13,"Drama, Mystery & Suspense",Jonathan Darby,95,Rotten,12,35,10
Passion (Godard's Passion),R,Drama,Jean-Luc Godard,87,Rotten,57,62,1
The Mark of Zorro,NR,"Action & Adventure, Classics",Rouben Mamoulian,93,Fresh,91,79,0
Of Mice and Men,NR,"Classics, Drama",Lewis Milestone,107,Fresh,100,85,1
A Perfect Murder,R,Mystery & Suspense,Andrew Davis,105,Rotten,56,51,14
Les Miserables,PG-13,"Drama, Special Interest",Bille August,131,Certified-Fresh,74,83,11
Madeline,PG,"Comedy, Kids & Family","Daisy von Scherler Mayer, Daisy Mayer",90,Fresh,65,43,7
The Parent Trap,PG,"Comedy, Kids & Family","Charles Shyer, Nancy Meyers",127,Certified-Fresh,86,70,11
Out of Sight,R,"Action & Adventure, Comedy, Drama, Mystery & Suspense, Romance",Steven Soderbergh,122,Certified-Fresh,93,74,26
The Avengers,PG-13,Action & Adventure,Jeremiah S. Chechik,89,Rotten,5,15,21
Dirty Work,PG-13,"Comedy, Drama",Bob Saget,81,Rotten,17,65,6
The Negotiator,R,"Action & Adventure, Mystery & Suspense",F. Gary Gray,138,Certified-Fresh,74,79,10
Blade,R,"Action & Adventure, Horror, Science Fiction & Fantasy",Stephen Norrington,120,Rotten,56,78,31
Mafia!,PG-13,Comedy,Jim Abrahams,84,Rotten,14,47,7
Rounders,R,Drama,John Dahl,120,Fresh,65,87,22
Return to Paradise,R,"Drama, Mystery & Suspense",Joseph Ruben,109,Fresh,71,74,13
Funny Games,NR,"Art House & International, Mystery & Suspense",Michael Haneke,108,Fresh,69,83,5
Soldier,R,"Action & Adventure, Science Fiction & Fantasy",Paul W.S. Anderson,,Rotten,13,44,15
Whatever,R,Drama,Susan Skoog,112,Fresh,75,71,2
Tango,PG-13,"Art House & International, Drama, Musical & Performing Arts",Carlos Saura,115,Fresh,68,86,6
The Thin Red Line,R,"Action & Adventure, Drama",Terrence Malick,170,Certified-Fresh,80,80,27
Elizabeth,R,Drama,Shekhar Kapur,121,Certified-Fresh,82,86,13
Happiness,NR,"Comedy, Drama",Todd Solondz,139,Certified-Fresh,81,89,12
Cousin Bette,R,"Comedy, Drama",Des McAnuff,107,Rotten,41,40,6
Life Is Beautiful (La Vita è bella),PG-13,"Art House & International, Comedy, Drama",Roberto Benigni,122,Certified-Fresh,80,96,16
Mighty Joe Young,PG,"Action & Adventure, Drama, Kids & Family",Ron Underwood,114,Rotten,54,40,8
At First Sight,PG-13,"Drama, Romance",Irwin Winkler,128,Rotten,32,46,7
Supernova,PG-13,"Horror, Science Fiction & Fantasy","Thomas Lee, Francis Ford Coppola, Walter Hill",90,Rotten,10,17,18
Lolita,R,"Drama, Romance",Adrian Lyne,137,Fresh,68,75,4
True Crime,R,"Drama, Mystery & Suspense",Clint Eastwood,127,Rotten,54,49,8
Psycho,R,"Horror, Mystery & Suspense",Gus Van Sant,109,Rotten,38,28,18
The Siege,R,Action & Adventure,Edward Zwick,116,Rotten,44,53,13
Gloria,R,"Action & Adventure, Drama, Mystery & Suspense",Sidney Lumet,108,Rotten,14,31,6
The Impostors,R,Comedy,Stanley Tucci,101,Fresh,62,73,7
Gunshy,R,"Action & Adventure, Drama, Mystery & Suspense",Jeff Celentano,101,Rotten,20,53,0
Wishful Thinking,R,"Comedy, Romance",Adam Park,89,Rotten,0,25,0
Virus,R,"Action & Adventure, Horror, Science Fiction & Fantasy",John Bruno,99,Rotten,12,21,14
Life,R,"Comedy, Drama",Ted Demme,108,Rotten,50,77,15
Lost and Found,PG-13,"Animation, Comedy, Documentary, Drama, Special Interest, Romance",Jeff Pollack,97,Rotten,13,28,18
Go,R,"Comedy, Drama",Doug Liman,103,Certified-Fresh,91,78,21
The Mummy,PG-13,"Action & Adventure, Horror, Mystery & Suspense",Stephen Sommers,124,Fresh,61,75,23
The Winslow Boy,G,Drama,David Mamet,104,Fresh,97,77,8
The King and I,G,"Animation, Kids & Family, Musical & Performing Arts",Richard Rich,85,Rotten,13,40,6
The General,R,Drama,John Boorman,123,Certified-Fresh,82,81,12
Payback,R,"Action & Adventure, Drama, Mystery & Suspense",Brian Helgeland,101,Rotten,55,69,22
Bent,NC17,"Drama, Romance",Sean Mathias,117,Fresh,73,77,6
Buena Vista Social Club,G,"Documentary, Musical & Performing Arts",Wim Wenders,101,Certified-Fresh,92,90,8
Friends & Lovers,R,"Comedy, Romance",George Haas,104,Rotten,7,33,7
The Confession,R,"Drama, Mystery & Suspense",David Hugh Jones,114,Rotten,40,36,1
I'll Be Home for Christmas,PG,"Comedy, Kids & Family",Arlene Sanford,86,Rotten,23,41,17
Underground,NR,"Art House & International, Comedy, Drama",Emir Kusturica,192,Fresh,86,96,11
The Thirteenth Floor,R,Science Fiction & Fantasy,Josef Rusnak,100,Rotten,30,64,19
Der Unhold (The Ogre),R,"Art House & International, Drama",Volker Schlöndorff,117,Fresh,89,72,3
Black and White,R,"Drama, Mystery & Suspense",Yuri Zeltser,97,Rotten,20,26,0
Jack Frost,PG,"Comedy, Drama, Kids & Family, Science Fiction & Fantasy",Troy Miller,95,Rotten,19,39,16
The War at Home,NR,"Documentary, Special Interest",Barry Alexander Brown,100,Fresh,100,79,1
Deep Blue Sea,R,"Action & Adventure, Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",Renny Harlin,105,Rotten,59,39,32
After Sex,NR,"Art House & International, Comedy, Drama",Brigitte Roüan,97,Fresh,78,64,5
The Haunting,PG-13,"Horror, Mystery & Suspense",Jan de Bont,114,Rotten,16,28,26
Dick,PG-13,Comedy,Andrew Fleming,95,Fresh,71,53,26
William Shakespeare's 'A Midsummer Night's Dream',PG-13,"Comedy, Drama, Science Fiction & Fantasy",Michael Hoffman,116,Fresh,67,60,22
Deja Vu,PG-13,Drama,Henry Jaglom,115,Fresh,65,61,6
An Ideal Husband,PG-13,Comedy,Oliver Parker,96,Certified-Fresh,85,69,16
K-911,PG-13,"Action & Adventure, Comedy",Charles T. Kanganis,91,Rotten,17,45,0
Fireworks (Hana-bi),R,"Art House & International, Drama, Romance",Takeshi Kitano,103,Fresh,96,93,2
Animal Farm,PG,"Comedy, Drama, Kids & Family, Television",John Stephenson,89,Rotten,40,38,0
In Too Deep,R,"Action & Adventure, Drama, Mystery & Suspense",Michael Rymer,104,Rotten,39,75,20
The Best Man,R,"Comedy, Drama",Malcolm D. Lee,,Fresh,72,86,25
Man on the Moon,R,"Comedy, Drama",Milos Forman,118,Fresh,63,79,32
Anna and the King,PG-13,"Classics, Drama, Romance",Andy Tennant,147,Rotten,51,64,29
Double Jeopardy,R,"Action & Adventure, Mystery & Suspense",Bruce Beresford,105,Rotten,27,61,23
The Hurricane,R,"Drama, Mystery & Suspense, Sports & Fitness",Norman Jewison,146,Certified-Fresh,83,87,31
Diamonds,PG-13,"Comedy, Drama, Mystery & Suspense",John Asher,91,Rotten,26,27,11
The End of the Affair,R,"Drama, Romance",Neil Jordan,109,Fresh,67,74,16
Guinevere,R,"Comedy, Drama, Romance",Audrey Wells,104,Fresh,86,54,9
Mansfield Park,PG-13,"Comedy, Drama, Romance",Patricia Rozema,110,Certified-Fresh,77,77,20
Miss Julie,R,"Drama, Romance",Mike Figgis,103,Rotten,39,52,8
Superstar,PG-13,Comedy,Bruce McCulloch,82,Rotten,32,60,24
House on Haunted Hill,R,"Horror, Mystery & Suspense",William Malone,96,Rotten,30,42,13
Tumbleweeds,PG-13,"Comedy, Drama",Gavin O'Connor,104,Certified-Fresh,82,65,22
The Bachelor,PG-13,"Comedy, Romance",Gary Sinyor,101,Rotten,9,28,25
Last Night,R,"Comedy, Drama",Don McKellar,96,Certified-Fresh,84,85,9
A Dog of Flanders,PG,"Drama, Kids & Family",Kevin Brodie,100,Rotten,21,63,3
Eye of the Beholder,R,"Drama, Mystery & Suspense, Romance",Stephan Elliott,107,Rotten,9,32,22
The Celebration (Festen),R,"Art House & International, Comedy, Drama",Thomas Vinterberg,105,Certified-Fresh,91,94,9
Excellent Cadavers,R,Drama,"Ricardo Tognazzi, Ricky Tognazzi",106,Fresh,63,47,3
Boiler Room,R,"Drama, Mystery & Suspense",Ben Younger,120,Fresh,66,78,22
What Planet Are You From?,R,"Comedy, Horror, Science Fiction & Fantasy","Mike Nichols, Mike Nicholson",104,Rotten,42,28,23
Witness Protection,R,"Drama, Mystery & Suspense, Television",Richard Pearce,101,Fresh,60,72,1
The End of the Affair,NR,"Classics, Drama, Romance",Edward Dmytryk,106,Fresh,80,58,0
Whatever It Takes,PG-13,Comedy,"David Raynr, David Hubbard",94,Rotten,16,45,25
High Fidelity,R,"Comedy, Drama, Romance",Stephen Frears,113,Certified-Fresh,91,90,46
Inferno (Pilgrim),R,Mystery & Suspense,Harley Cokeliss,97,Rotten,20,26,1
Coming Soon,R,"Comedy, Drama, Romance",Colette Burson,95,Rotten,29,26,1
Where the Heart Is,PG-13,"Comedy, Drama, Romance",Matt Williams,120,Rotten,35,76,32
Committed,R,"Comedy, Drama",Lisa Krueger,98,Rotten,43,35,15
Dinosaur,PG,"Action & Adventure, Animation, Kids & Family","Ralph Zondag, Eric Leighton",82,Fresh,64,48,33
Screwed,PG-13,Comedy,"Scott Alexander, Larry Karaszewski",81,Rotten,13,48,4
Hamlet,R,"Drama, Mystery & Suspense, Romance",Michael Almereyda,111,Rotten,59,46,23
Road Trip,R,Comedy,Todd Phillips,94,Rotten,58,65,23
Running Free,G,"Action & Adventure, Drama, Kids & Family",Sergey Bodrov,81,Rotten,27,72,12
Sunshine,R,"Classics, Drama",István Szabó,180,Fresh,74,81,15
Gone in 60 Seconds (Gone in Sixty Seconds),PG-13,Action & Adventure,Dominic Sena,117,Rotten,25,77,38
George Washington,NR,"Art House & International, Drama",David Gordon Green,90,Certified-Fresh,84,85,17
Shaft,R,"Action & Adventure, Drama",John Singleton,98,Fresh,67,41,26
The Patriot,R,"Action & Adventure, Drama",Roland Emmerich,158,Fresh,61,81,32
Who's Minding the Store?,NR,"Classics, Comedy",Frank Tashlin,90,Rotten,40,64,0
Slow Burn,R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",Christian Ford,97,Rotten,12,9,4
The In Crowd,PG-13,"Drama, Mystery & Suspense",Mary Lambert,104,Rotten,2,38,20
Loser,PG-13,"Comedy, Drama, Romance",Amy Heckerling,95,Rotten,24,35,28
American Virgin,R,Comedy,Jean-Pierre Marois,88,Rotten,29,9,0
Wildflowers,R,Drama,Melissa Painter,97,Rotten,57,44,1
Saving Grace,R,"Comedy, Drama",Nigel Cole,94,Fresh,63,83,25
The Art of War,R,"Action & Adventure, Drama, Mystery & Suspense",Christian Duguay,117,Rotten,16,36,27
The Crew,PG-13,Comedy,Michael Dinner,87,Rotten,20,34,25
Backstage,R,"Documentary, Musical & Performing Arts",Chris Fiore,86,Rotten,31,78,4
Beowulf,R,"Action & Adventure, Art House & International, Science Fiction & Fantasy",Graham Baker,89,Rotten,0,23,0
10 Cent Pistol,R,"Drama, Mystery & Suspense",Michael C. Martin,91,Rotten,43,29,2
10 Cloverfield Lane,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",Dan Trachtenberg,103,Certified-Fresh,90,79,52
10 Minutes Gone,R,"Action & Adventure, Mystery & Suspense",Brian A. Miller,88,Rotten,0,18,3
10 Questions for the Dalai Lama,NR,"Documentary, Special Interest, Faith & Spirituality",Rick Ray,85,Fresh,79,73,8
10 Rules For Sleeping Around,R,Comedy,Leslie Greif,94,Rotten,0,11,5
10 Things I Hate About You,PG-13,Comedy,Gil Junger,97,Fresh,69,69,19
10 Years,PG-13,"Comedy, Drama",Jamie Linden,100,Fresh,60,40,19
10th & Wolf,R,Drama,Bobby Moresco,110,Rotten,19,52,12
10x10,NR,Mystery & Suspense,Suzi Ewing,88,Fresh,67,21,3
Bait,R,"Action & Adventure, Comedy, Drama, Mystery & Suspense",Antoine Fuqua,119,Rotten,26,40,24
Duets,R,"Action & Adventure, Comedy, Drama",Bruce Paltrow,112,Rotten,21,48,28
Beautiful,PG-13,"Action & Adventure, Comedy, Drama",Sally Field,112,Rotten,16,55,24
Under Suspicion,R,"Art House & International, Drama, Mystery & Suspense",Stephen Hopkins,110,Rotten,49,49,13
Circus,R,"Comedy, Drama, Mystery & Suspense",Rob Walker,95,Rotten,9,47,3
Get Carter,R,"Action & Adventure, Drama, Mystery & Suspense","Stephen T. Kay, Stephen Kay",104,Rotten,11,28,20
Attack,NR,"Classics, Drama",Robert Aldrich,107,Fresh,100,78,0
The Contender,R,"Drama, Mystery & Suspense",Rod Lurie,126,Certified-Fresh,76,73,35
The Ladies Man,R,Comedy,Reginald Hudlin,84,Rotten,11,42,22
Lost Souls,R,"Drama, Horror, Mystery & Suspense",Janusz Kaminski,97,Rotten,8,22,30
Bedazzled,PG-13,"Comedy, Science Fiction & Fantasy",Harold Ramis,93,Rotten,50,42,32
Blow Dry,R,"Comedy, Drama",Paddy Breathnach,91,Rotten,19,55,25
A Kiss Before Dying,NR,"Drama, Mystery & Suspense",Gerd Oswald,94,Fresh,100,47,2
Malena,R,"Art House & International, Drama, Romance",Giuseppe Tornatore,106,Rotten,54,84,32
Lies,NR,"Art House & International, Drama",Jang Sun Woo,112,Rotten,54,51,3
La Ciudad (The City),NR,"Art House & International, Drama",David Riker,88,Fresh,83,100,2
The Gift,R,"Drama, Mystery & Suspense",Sam Raimi,110,Rotten,57,55,31
Traffic,R,Drama,Steven Soderbergh,147,Certified-Fresh,93,85,40
Double Take,PG-13,"Action & Adventure, Comedy",George Gallo,88,Rotten,12,50,25
The Pledge,R,"Drama, Mystery & Suspense",Sean Penn,124,Certified-Fresh,78,59,36
Panic,R,Drama,Henry Bromell,90,Certified-Fresh,91,62,18
Hannibal,R,"Drama, Mystery & Suspense",Ridley Scott,131,Rotten,39,62,44
Down to Earth,PG-13,"Comedy, Drama","Chris Weitz, Paul Weitz",87,Rotten,20,40,32
Sweet November,PG-13,"Drama, Romance",Pat O'Connor,119,Rotten,15,76,35
The Interview,NR,"Drama, Mystery & Suspense",Craig Monahan,101,Fresh,100,81,1
The Brothers,R,"Comedy, Romance",Gary Hardwick,101,Fresh,63,85,26
Heartbreakers,PG-13,Comedy,David Mirkin,123,Rotten,53,51,35
Someone Like You,PG-13,"Comedy, Romance",Tony Goldwyn,97,Rotten,42,56,33
Hamlet,NR,"Drama, Television","Campbell Scott, Eric Simonson",178,Fresh,70,,4
L.I.E.,NC17,"Art House & International, Drama",Michael Cuesta,107,Certified-Fresh,84,78,28
Driven,PG-13,"Action & Adventure, Drama, Mystery & Suspense",Renny Harlin,117,Rotten,14,33,30
Ace in the Hole (The Big Carnival),NR,"Comedy, Drama",Billy Wilder,112,Fresh,92,92,7
Bad Seed,R,"Horror, Mystery & Suspense","Jon Bokenkamp, John Bokenkamp",93,Rotten,20,47,0
Brother,R,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",Takeshi Kitano,112,Rotten,47,79,22
Angel Eyes,R,"Drama, Mystery & Suspense, Romance",Luis Mandoki,104,Rotten,33,46,38
The Animal,PG-13,"Comedy, Science Fiction & Fantasy",Luke Greenfield,84,Rotten,30,28,25
Evolution,PG-13,"Comedy, Science Fiction & Fantasy",Ivan Reitman,101,Rotten,43,48,32
The Fast and the Furious,PG-13,"Action & Adventure, Drama",Rob Cohen,107,Rotten,53,74,37
Pearl Harbor,PG-13,"Action & Adventure, Drama, Romance",Michael Bay,183,Rotten,24,66,50
Time and Tide (Shun liu Ni liu),R,"Action & Adventure, Art House & International, Drama",Hark Tsui,113,Fresh,64,74,15
The Road Home (Wo de fu qin mu qin),G,"Art House & International, Drama, Romance",Zhang Yimou,90,Certified-Fresh,89,90,24
Planet of the Apes,PG-13,"Action & Adventure, Drama, Science Fiction & Fantasy",Tim Burton,120,Rotten,44,27,34
The Score,R,"Action & Adventure, Drama",Frank Oz,123,Certified-Fresh,73,67,36
Heist,R,"Drama, Mystery & Suspense",David Mamet,107,Fresh,66,60,32
The Others,PG-13,"Horror, Mystery & Suspense",Alejandro Amenábar,101,Certified-Fresh,83,77,39
On the Edge,R,Drama,John Carney,86,Fresh,67,79,1
Hamlet,PG,"Drama, Romance",Franco Zeffirelli,135,Fresh,76,59,9
Big Trouble,PG-13,"Comedy, Drama",Barry Sonnenfeld,85,Rotten,48,54,33
Sidewalks of New York,R,"Comedy, Drama, Romance",Edward Burns,107,Rotten,56,54,26
The Pornographer,R,Drama,Doug Atchison,86,Rotten,38,23,0
The Wash,R,Comedy,D.J. Pooh,96,Rotten,8,64,19
Collateral Damage,R,"Action & Adventure, Mystery & Suspense",Andrew Davis,109,Rotten,19,27,34
The Count of Monte Cristo,PG-13,"Action & Adventure, Drama",Kevin Reynolds,131,Fresh,73,88,32
On the Line,PG,"Comedy, Kids & Family, Romance",Eric Bross,85,Rotten,19,47,23
Uprising,NR,Drama,Jon Avnet,,Fresh,100,84,2
Invincible,PG-13,"Art House & International, Drama",Werner Herzog,131,Rotten,54,51,19
Texas Rangers,PG-13,"Action & Adventure, Western",Steve Miner,90,Rotten,2,29,15
Iris,R,"Drama, Romance",Richard Eyre,90,Certified-Fresh,79,73,36
James Dean,PG,"Drama, Television",Mark Rydell,96,Fresh,93,76,9
Behind Enemy Lines,PG-13,"Action & Adventure, Drama",John Moore (V),106,Rotten,37,62,33
The Order,R,"Action & Adventure, Drama, Horror, Mystery & Suspense",Sheldon Lettich,89,Rotten,0,28,0
Scooby-Doo,PG,"Comedy, Kids & Family",Raja Gosnell,86,Rotten,30,38,31
Crossroads,PG-13,"Action & Adventure, Comedy, Drama",Tamra Davis,94,Rotten,14,40,26
The New Guy,PG-13,Comedy,"Ed Decter, Edward Decter",84,Rotten,7,54,28
Conspiracy,R,"Drama, Television",Frank R. Pierson,100,Fresh,100,86,4
The Time Machine,PG-13,Science Fiction & Fantasy,"Simon Wells, Gore Verbinski",96,Rotten,29,37,34
The Rookie,G,Drama,John Lee Hancock,127,Certified-Fresh,84,70,42
Perfume,R,"Comedy, Drama",Michael Rymer,106,Rotten,11,51,0
Showtime,PG-13,Comedy,Tom Dey,95,Rotten,25,25,33
Human Nature,R,"Comedy, Drama, Romance",Michel Gondry,96,Rotten,49,61,28
Murder by Numbers,R,"Drama, Mystery & Suspense",Barbet Schroeder,120,Rotten,31,49,33
Enigma,R,"Drama, Mystery & Suspense",Michael Apted,119,Fresh,72,55,31
Joshua,G,Drama,Jon Purdy,90,Rotten,22,76,4
11:14,R,"Comedy, Drama, Mystery & Suspense",Greg Marcks,86,Fresh,92,76,1
Enough,PG-13,"Drama, Mystery & Suspense","Tanaji Ghadge, Michael Apted",110,Rotten,22,67,34
Insomnia,R,"Drama, Mystery & Suspense",Christopher Nolan,118,Certified-Fresh,92,77,48
Shiner,R,Mystery & Suspense,John Irvin,98,Rotten,46,29,3
They,PG-13,"Action & Adventure, Drama, Horror, Mystery & Suspense",Robert Harmon,89,Rotten,38,24,13
Brother's Keeper,R,"Drama, Horror, Mystery & Suspense",John Badham,96,Rotten,57,23,2
Trapped,R,"Action & Adventure, Drama, Mystery & Suspense",Luis Mandoki,105,Rotten,17,48,15
Beat,R,Drama,Gary Walkow,89,Rotten,57,37,1
The Dogwalker,NR,Comedy,Paul Duran,105,Rotten,50,,3
Derailed,R,Action & Adventure,Bob Misiorowski,89,Rotten,0,21,0
Swept Away,R,"Comedy, Drama, Romance",Guy Ritchie,89,Rotten,5,28,31
All or Nothing,R,"Art House & International, Comedy, Documentary, Drama",Mike Leigh,128,Certified-Fresh,82,81,28
Femme Fatale,R,"Drama, Horror, Mystery & Suspense",Brian DePalma,110,Rotten,49,49,33
The Quiet American,R,"Drama, Mystery & Suspense, Romance",Phillip Noyce,101,Certified-Fresh,87,72,42
Door to Door,NR,"Drama, Television",Steven Schachter,96,Fresh,60,83,1
One Week,R,Drama,Carl Seaton,97,Fresh,80,81,7
Empire,R,"Action & Adventure, Drama",Franc. Reyes,95,Rotten,21,62,28
